.identifier_batch	.identifier_sample_name	.metadata_moa	.metadata_treatment_remarks	.metadata_treatment	.response_aoc	.metadata_cancer_type	.metadata_cancer_subtype
Oncolead_010	ONCOLEAD_CELL_MDAMB435	CHK1i	NA	LY2606368_Prexasertib	0.616703102	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	CHK1i	NA	LY2606368_Prexasertib	0.7342224559999999	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	CHK1i	NA	LY2606368_Prexasertib	0.692745023	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	CHK1i	NA	LY2606368_Prexasertib	0.700173908	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	CHK1i	NA	LY2606368_Prexasertib	0.7400796709999999	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	CHK1i	NA	LY2606368_Prexasertib	0.615196107	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	CHK1i	NA	LY2606368_Prexasertib	0.6478013970000001	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	CHK1i	NA	LY2606368_Prexasertib	0.644385463	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	CHK1i	NA	LY2606368_Prexasertib	0.664964446	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	CHK1i	NA	LY2606368_Prexasertib	0.734907015	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	CHK1i	NA	LY2606368_Prexasertib	0.653083029	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	CHK1i	NA	LY2606368_Prexasertib	0.732627479	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	CHK1i	NA	LY2606368_Prexasertib	0.651577989	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	CHK1i	NA	LY2606368_Prexasertib	0.7535327079999999	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	CHK1i	NA	GDC0425	0.444709846	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	CHK1i	NA	GDC0425	0.472130056	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	CHK1i	NA	GDC0425	0.544006561	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	CHK1i	NA	GDC0425	0.510404746	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	CHK1i	NA	GDC0425	0.399027458	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	CHK1i	NA	GDC0425	0.385115268	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	CHK1i	NA	GDC0425	0.541380347	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	CHK1i	NA	GDC0425	0.415338338	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	CHK1i	NA	GDC0425	0.5237762460000001	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	CHK1i	NA	GDC0425	0.492548377	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	CHK1i	NA	GDC0425	0.5162431510000001	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	CHK1i	NA	GDC0425	0.297058109	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	CHK1i	NA	GDC0425	0.3709138	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	CHK1i	NA	GDC0425	0.470444856	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	CHK1i	NA	GDC0425	0.357058389	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	CHK1i	NA	GDC0425	0.459085621	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	CHK1i	NA	GDC0425	0.482045609	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	CHK1i	NA	GDC0425	0.393515205	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	CHK1i	NA	GDC0425	0.335205777	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	CHK1i	NA	GDC0425	0.33951316	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	CHK1i	NA	GDC0425	0.286061837	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	CHK1i	NA	GDC0425	0.482226087	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	CHK1i	NA	GDC0425	0.37373726	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	CHK1i	NA	GDC0425	0.462483809	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	CHK1i	NA	GDC0425	0.346637182	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	CHK1i	NA	GDC0425	0.420282555	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	CRBNi	NA	Pomalidomide	0.02127458	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	CRBNi	NA	Pomalidomide	0.0047418045	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	CRBNi	NA	Pomalidomide	0.0404152975	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	CRBNi	NA	Pomalidomide	0.0311423315	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	CRBNi	NA	Pomalidomide	0.0339866335	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	CRBNi	NA	Pomalidomide	0.025924696	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	CRBNi	NA	Pomalidomide	0.019133659	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	CRBNi	NA	Pomalidomide	0.0237900825	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	CRBNi	NA	Pomalidomide	0.0092230715	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	CRBNi	NA	Pomalidomide	0.2405069945	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	CRBNi	NA	Pomalidomide	0.0128905125	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	CRBNi	NA	Pomalidomide	0.0048326285	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	CRBNi	NA	Pomalidomide	0.005991249	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	CRBNi	NA	Pomalidomide	0.0079629075	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	CRBNi	NA	Pomalidomide	0.0249585895	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	CRBNi	NA	Pomalidomide	0.013934337	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	CRBNi	NA	Pomalidomide	0.0844994095	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	CRBNi	NA	Pomalidomide	0.0180651325	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	CRBNi	NA	Pomalidomide	0.0	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	CRBNi	NA	Pomalidomide	0.000702828	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	CRBNi	NA	Pomalidomide	0.030284757	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	CRBNi	NA	Pomalidomide	0.0098059725	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	CRBNi	NA	Pomalidomide	0.0145761705	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	CRBNi	NA	Pomalidomide	0.014301598	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	CRBNi	NA	Pomalidomide	0.0143679225	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	CRBNi	NA	Pomalidomide	0.218585116	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Intercalator	NA	Thiotepa	0.277939751	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Intercalator	NA	Thiotepa	0.3464743079999999	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Intercalator	NA	Thiotepa	0.3885841115	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Intercalator	NA	Thiotepa	0.354311021	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Intercalator	NA	Thiotepa	0.3526913695	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Intercalator	NA	Thiotepa	0.3524835925	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Intercalator	NA	Thiotepa	0.371713606	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Intercalator	NA	Thiotepa	0.3900012785	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Intercalator	NA	Thiotepa	0.411112033	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Intercalator	NA	Thiotepa	0.2828617485	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Intercalator	NA	Thiotepa	0.3246848555	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Intercalator	NA	Thiotepa	0.3352822525	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Intercalator	NA	Thiotepa	0.3617473355	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Intercalator	NA	Thiotepa	0.186520238	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Intercalator	NA	Thiotepa	0.248761738	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Intercalator	NA	Thiotepa	0.376740294	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Intercalator	NA	Thiotepa	0.436052318	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Intercalator	NA	Thiotepa	0.3803832885	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Intercalator	NA	Thiotepa	0.4085795275	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Intercalator	NA	Thiotepa	0.2912461695	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Intercalator	NA	Thiotepa	0.426423527	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Intercalator	NA	Thiotepa	0.3425294705	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Intercalator	NA	Thiotepa	0.3661060345	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Intercalator	NA	Thiotepa	0.2720447545	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Intercalator	NA	Thiotepa	0.265286383	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Intercalator	NA	Thiotepa	0.3941319645	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Antibiotic	NA	Bleomycin	0.301530632	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antibiotic	NA	Bleomycin	0.4886303970000001	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antibiotic	NA	Bleomycin	0.130422718	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antibiotic	NA	Bleomycin	0.495642757	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antibiotic	NA	Bleomycin	0.450418824	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antibiotic	NA	Bleomycin	0.5105418039999999	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antibiotic	NA	Bleomycin	0.41718549	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antibiotic	NA	Bleomycin	0.067615475	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antibiotic	NA	Bleomycin	0.047166244	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antibiotic	NA	Bleomycin	0.507589643	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antibiotic	NA	Bleomycin	0.491985681	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antibiotic	NA	Bleomycin	0.461180955	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antibiotic	NA	Bleomycin	0.493045249	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antibiotic	NA	Bleomycin	0.473296376	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antibiotic	NA	Bleomycin	0.503648296	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antibiotic	NA	Bleomycin	0.554157522	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antibiotic	NA	Bleomycin	0.457898765	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antibiotic	NA	Bleomycin	0.423794518	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antibiotic	NA	Bleomycin	0.446418703	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antibiotic	NA	Bleomycin	0.088160161	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antibiotic	NA	Bleomycin	0.38978228	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antibiotic	NA	Bleomycin	0.365922933	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antibiotic	NA	Bleomycin	0.214679586	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antibiotic	NA	Bleomycin	0.322906158	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antibiotic	NA	Bleomycin	0.425268863	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antibiotic	NA	Bleomycin	0.476213279	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Antibiotic	NA	Mitomycin	0.5201429445	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antibiotic	NA	Mitomycin	0.624962664	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antibiotic	NA	Mitomycin	0.6440176165	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antibiotic	NA	Mitomycin	0.6105977885	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antibiotic	NA	Mitomycin	0.6962628845000001	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antibiotic	NA	Mitomycin	0.6225147745	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antibiotic	NA	Mitomycin	0.690533416	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antibiotic	NA	Mitomycin	0.6565662275	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antibiotic	NA	Mitomycin	0.6558227560000001	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antibiotic	NA	Mitomycin	0.683143773	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antibiotic	NA	Mitomycin	0.6082508915	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antibiotic	NA	Mitomycin	0.182247441	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antibiotic	NA	Mitomycin	0.5013017785	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antibiotic	NA	Mitomycin	0.625454315	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antibiotic	NA	Mitomycin	0.711981188	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antibiotic	NA	Mitomycin	0.6159600265	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antibiotic	NA	Mitomycin	0.6390107965	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antibiotic	NA	Mitomycin	0.630394123	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antibiotic	NA	Mitomycin	0.770461958	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antibiotic	NA	Mitomycin	0.4431403995	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antibiotic	NA	Mitomycin	0.667386946	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antibiotic	NA	Mitomycin	0.624329382	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antibiotic	NA	Mitomycin	0.6480181435	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antibiotic	NA	Mitomycin	0.2271861555	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antibiotic	NA	Mitomycin	0.585559295	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antibiotic	NA	Mitomycin	0.628782515	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	NA	Fluorouracil	0.3231325275	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	NA	Fluorouracil	0.4159295985	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	NA	Fluorouracil	0.2884766655	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	NA	Fluorouracil	0.382741133	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	NA	Fluorouracil	0.37750147	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	NA	Fluorouracil	0.2738384025	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	NA	Fluorouracil	0.416937041	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antimetabolite	NA	Fluorouracil	0.321645149	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	NA	Fluorouracil	0.333327646	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	NA	Fluorouracil	0.352934965	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	NA	Fluorouracil	0.401880773	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	NA	Fluorouracil	0.197935386	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	NA	Fluorouracil	0.3349765715	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	NA	Fluorouracil	0.3155428625	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	NA	Fluorouracil	0.3086352865	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	NA	Fluorouracil	0.214467399	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	NA	Fluorouracil	0.39142461	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	NA	Fluorouracil	0.3416735285	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	NA	Fluorouracil	0.356172924	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	NA	Fluorouracil	0.3421909075	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	NA	Fluorouracil	0.320778497	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	NA	Fluorouracil	0.2637514085	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	NA	Fluorouracil	0.249935374	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	NA	Fluorouracil	0.320599735	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	NA	Fluorouracil	0.340744027	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	NA	Fluorouracil	0.3219216615	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7398519525	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	NA	Gemcitabine	0.702192815	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6532234285	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7263367125	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6883926125	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7348099745000001	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	NA	Gemcitabine	0.774954192	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7824296515000001	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7254208445	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7362024359999999	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	NA	Gemcitabine	0.706925835	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	NA	Gemcitabine	0.73322121	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6997830665000001	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7175225345	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	NA	Gemcitabine	0.734338658	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6384448770000001	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	NA	Gemcitabine	0.77787493	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6602391865	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	NA	Gemcitabine	0.5548636035	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6899469385	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6915548909999999	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7559462105	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	NA	Gemcitabine	0.7058941725	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	NA	Gemcitabine	0.708760508	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	NA	Gemcitabine	0.6371469055	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	NA	Gemcitabine	0.75814302	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Intercalator	NA	Dacarbazine	0.230525414	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Intercalator	NA	Dacarbazine	0.0937201645	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Intercalator	NA	Dacarbazine	0.0789969925	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Intercalator	NA	Dacarbazine	0.301931644	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Intercalator	NA	Dacarbazine	0.252586379	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Intercalator	NA	Dacarbazine	0.2692836895	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Intercalator	NA	Dacarbazine	0.1231925125	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Intercalator	NA	Dacarbazine	0.2503886855	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Intercalator	NA	Dacarbazine	0.195519383	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Intercalator	NA	Dacarbazine	0.188552068	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Intercalator	NA	Dacarbazine	0.367169921	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Intercalator	NA	Dacarbazine	0.242360133	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Intercalator	NA	Dacarbazine	0.1365722134999999	melanoma	melanoma
