	.identifier_batch	.identifier_sample_name	.metadata_moa_1	.metadata_moa_2	.metadata_treatment_remarks	.metadata_treatment_1	.metadata_treatment_2	.response_aoc	.response_bliss	.metadata_cancer_type	.metadata_cancer_subtype
7951	Oncolead_007	ONCOLEAD_CELL_U87MG	Cytostatic_Antibiotic	ATMi		Bleomycin	M3541	0.5760845760000001	0.001770801	brain	brain - GBM
7952	Oncolead_007	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antibiotic	ATMi		Bleomycin	M3541	0.514065004	0.048615881	hematological	heme - NHL
7953	Oncolead_007	ONCOLEAD_CELL_A204	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.574689377	0.063448905	sarcoma	sarcoma - rhabdomyosarcoma
7954	Oncolead_007	ONCOLEAD_CELL_A549	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.621414868	0.17683350899999994	lung	lung - NSCLC
7955	Oncolead_007	ONCOLEAD_CELL_ASPC1	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.396467206	0.073688999	pancreas	pancreas
7956	Oncolead_007	ONCOLEAD_CELL_BXPC3	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.612213507	0.106267541	pancreas	pancreas
7957	Oncolead_007	ONCOLEAD_CELL_COLO205	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.433708079	0.158344418	colon	colon
7958	Oncolead_007	ONCOLEAD_CELL_DU145	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.557212073	0.090964508	prostate	prostate
7959	Oncolead_007	ONCOLEAD_CELL_HEPG2	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.344923366	0.074235012	liver	liver
7960	Oncolead_007	ONCOLEAD_CELL_HT1080	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.471444012	0.086107114	sarcoma	sarcoma - fibrosarcoma
7961	Oncolead_007	ONCOLEAD_CELL_HT29	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.257535197	0.14945707800000002	colon	colon
7962	Oncolead_007	ONCOLEAD_CELL_IGROV1	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.664393882	0.091853937	ovary	ovary
7963	Oncolead_007	ONCOLEAD_CELL_KASUMI1	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.323279742	0.01756875	hematological	heme - AML
7964	Oncolead_007	ONCOLEAD_CELL_LOVO	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.752847279	0.080845751	colon	colon
7965	Oncolead_007	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.560399899	0.137647514	breast	breast - TNBC
7966	Oncolead_007	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.617616732	0.120771698	melanoma	melanoma
7967	Oncolead_007	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.562986009	0.091077182	breast	breast - TNBC
7968	Oncolead_007	ONCOLEAD_CELL_MHHES1	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.6789940659999999	0.147986578	sarcoma	sarcoma - ewings
7969	Oncolead_007	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.601525956	0.094420452	pancreas	pancreas
7970	Oncolead_007	ONCOLEAD_CELL_MV411	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.482839701	0.170794967	hematological	heme - AML
7971	Oncolead_007	ONCOLEAD_CELL_NCIH460	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.450143388	0.158374961	lung	lung - NSCLC
7972	Oncolead_007	ONCOLEAD_CELL_PANC1	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.559368474	0.145960866	pancreas	pancreas
7973	Oncolead_007	ONCOLEAD_CELL_RAMOS	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.339544676	0.087075525	hematological	heme - burkitt lymphoma
7974	Oncolead_007	ONCOLEAD_CELL_RDES	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.424743173	0.16911286600000006	sarcoma	sarcoma - ewings
7975	Oncolead_007	ONCOLEAD_CELL_SAOS2	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.484528271	0.077960083	sarcoma	sarcoma - osteosarcoma
7976	Oncolead_007	ONCOLEAD_CELL_SW620	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.499316955	0.174237726	colon	colon
7977	Oncolead_007	ONCOLEAD_CELL_U2OS	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.417939355	0.090337606	sarcoma	sarcoma - osteosarcoma
7978	Oncolead_007	ONCOLEAD_CELL_U87MG	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.6721299829999999	0.086708299	brain	brain - GBM
7979	Oncolead_007	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antibiotic	DNAPKi		Bleomycin	M3814	0.600553414	0.094275219	hematological	heme - NHL
7980	Oncolead_007	ONCOLEAD_CELL_A204	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.58283595	0.023589768	sarcoma	sarcoma - rhabdomyosarcoma
7981	Oncolead_007	ONCOLEAD_CELL_A549	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.594218307	0.138357166	lung	lung - NSCLC
7982	Oncolead_007	ONCOLEAD_CELL_ASPC1	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.434901255	0.055534771	pancreas	pancreas
7983	Oncolead_007	ONCOLEAD_CELL_BXPC3	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.632434676	0.12734690099999998	pancreas	pancreas
7984	Oncolead_007	ONCOLEAD_CELL_COLO205	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.451142343	0.145628049	colon	colon
7985	Oncolead_007	ONCOLEAD_CELL_DU145	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.573259079	0.102218835	prostate	prostate
7986	Oncolead_007	ONCOLEAD_CELL_HEPG2	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.394204117	0.104166574	liver	liver
7987	Oncolead_007	ONCOLEAD_CELL_HT1080	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.4894609720000001	0.118751758	sarcoma	sarcoma - fibrosarcoma
7988	Oncolead_007	ONCOLEAD_CELL_HT29	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.273038807	0.177397004	colon	colon
7989	Oncolead_007	ONCOLEAD_CELL_IGROV1	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.639181519	0.011525916	ovary	ovary
7990	Oncolead_007	ONCOLEAD_CELL_KASUMI1	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.351421066	-0.004235796	hematological	heme - AML
7991	Oncolead_007	ONCOLEAD_CELL_LOVO	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.7330971359999999	0.02043684	colon	colon
7992	Oncolead_007	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.581045644	0.08939275699999999	breast	breast - TNBC
7993	Oncolead_007	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.633708931	0.129807386	melanoma	melanoma
7994	Oncolead_007	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.607163404	0.0663518	breast	breast - TNBC
7995	Oncolead_007	ONCOLEAD_CELL_MHHES1	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.7163087709999999	0.184888603	sarcoma	sarcoma - ewings
7996	Oncolead_007	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.628978437	0.120291551	pancreas	pancreas
7997	Oncolead_007	ONCOLEAD_CELL_MV411	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.409861534	0.074262808	hematological	heme - AML
7998	Oncolead_007	ONCOLEAD_CELL_NCIH460	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.467620112	0.179967778	lung	lung - NSCLC
7999	Oncolead_007	ONCOLEAD_CELL_PANC1	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.506575683	0.093404342	pancreas	pancreas
8000	Oncolead_007	ONCOLEAD_CELL_RAMOS	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.382442346	0.055814069	hematological	heme - burkitt lymphoma
8001	Oncolead_007	ONCOLEAD_CELL_RDES	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.425365889	0.154437773	sarcoma	sarcoma - ewings
8002	Oncolead_007	ONCOLEAD_CELL_SAOS2	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.524395924	0.07579388299999999	sarcoma	sarcoma - osteosarcoma
8003	Oncolead_007	ONCOLEAD_CELL_SW620	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.5342073589999999	0.16225510099999998	colon	colon
8004	Oncolead_007	ONCOLEAD_CELL_U2OS	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.361428284	0.015559306	sarcoma	sarcoma - osteosarcoma
8005	Oncolead_007	ONCOLEAD_CELL_U87MG	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.685482186	0.06457258099999999	brain	brain - GBM
8006	Oncolead_007	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antibiotic	DNAPKi_ATMi	300nM_500nM	Bleomycin	M3814_M3541	0.566726341	0.088734436	hematological	heme - NHL
8007	Oncolead_007	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.580742613	-0.047314448	sarcoma	sarcoma - rhabdomyosarcoma
8008	Oncolead_007	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.538538713	-0.069744497	lung	lung - NSCLC
8009	Oncolead_007	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.437740157	-0.200961675	pancreas	pancreas
8010	Oncolead_007	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.530799714	-0.057130969	pancreas	pancreas
8011	Oncolead_007	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.600496732	-0.060817778	colon	colon
8012	Oncolead_007	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.39720863	-0.030912781	prostate	prostate
8013	Oncolead_007	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.563407763	-0.10811926	liver	liver
8014	Oncolead_007	ONCOLEAD_CELL_HT1080	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.530683968	0.028769288	sarcoma	sarcoma - fibrosarcoma
8015	Oncolead_007	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.514816404	-0.014749206	colon	colon
8016	Oncolead_007	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.552313365	-0.096836077	ovary	ovary
8017	Oncolead_007	ONCOLEAD_CELL_KASUMI1	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.676347293	0.005496507	hematological	heme - AML
8018	Oncolead_007	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.480166331	-0.107508305	colon	colon
8019	Oncolead_007	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.369836927	-0.063808689	breast	breast - TNBC
8020	Oncolead_007	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.553059307	0.006386121	melanoma	melanoma
8021	Oncolead_007	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.554300903	-0.111296653	breast	breast - TNBC
8022	Oncolead_007	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.58935117	-0.02751247	sarcoma	sarcoma - ewings
8023	Oncolead_007	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.160249173	-0.02836806	pancreas	pancreas
8024	Oncolead_007	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.31731676600000003	-0.172209747	hematological	heme - AML
8025	Oncolead_007	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.480044964	-0.065450862	lung	lung - NSCLC
8026	Oncolead_007	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.429885621	-0.075168704	pancreas	pancreas
8027	Oncolead_007	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.564483001	-0.106038157	hematological	heme - burkitt lymphoma
8028	Oncolead_007	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.519396512	-0.088061391	sarcoma	sarcoma - ewings
8029	Oncolead_007	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.670206812	-0.019109716	sarcoma	sarcoma - osteosarcoma
8030	Oncolead_007	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.49817517	-0.019673968	colon	colon
8031	Oncolead_007	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.241856656	-0.01508377	sarcoma	sarcoma - osteosarcoma
8032	Oncolead_007	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.42629361	-0.01647278	brain	brain - GBM
8033	Oncolead_007	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	ATMi		Arabinofuranoside_Cytarabine	M3541	0.623449597	0.024167262	hematological	heme - NHL
8034	Oncolead_007	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.603783347	-0.053996489	sarcoma	sarcoma - rhabdomyosarcoma
8035	Oncolead_007	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.558678053	-0.059525975	lung	lung - NSCLC
8036	Oncolead_007	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.445781795	-0.136098183	pancreas	pancreas
8037	Oncolead_007	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.561674465	-0.06522643	pancreas	pancreas
8038	Oncolead_007	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.594371188	-0.048226916	colon	colon
8039	Oncolead_007	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.436321893	-0.098583061	prostate	prostate
8040	Oncolead_007	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.544994092	-0.024152403	liver	liver
8041	Oncolead_007	ONCOLEAD_CELL_HT1080	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.499526574	0.005666298	sarcoma	sarcoma - fibrosarcoma
8042	Oncolead_007	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.522168838	-0.025374200000000003	colon	colon
8043	Oncolead_007	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.5374466210000001	-0.085642476	ovary	ovary
8044	Oncolead_007	ONCOLEAD_CELL_KASUMI1	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.664951985	-0.024822457000000003	hematological	heme - AML
8045	Oncolead_007	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.544957706	-0.104006783	colon	colon
8046	Oncolead_007	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.354137718	-0.066434757	breast	breast - TNBC
8047	Oncolead_007	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.540956702	-0.015145318	melanoma	melanoma
8048	Oncolead_007	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.551538567	-0.08480694300000001	breast	breast - TNBC
8049	Oncolead_007	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.571035582	-0.00818133	sarcoma	sarcoma - ewings
8050	Oncolead_007	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.152141876	-0.049568897	pancreas	pancreas
8051	Oncolead_007	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.467163046	-0.047595654	hematological	heme - AML
8052	Oncolead_007	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.468364103	0.000685818	lung	lung - NSCLC
8053	Oncolead_007	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.416219906	-0.117723343	pancreas	pancreas
8054	Oncolead_007	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.5745129210000001	-0.054975141	hematological	heme - burkitt lymphoma
8055	Oncolead_007	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.533391372	-0.044735203	sarcoma	sarcoma - ewings
8056	Oncolead_007	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.6590734979999999	-0.034459703	sarcoma	sarcoma - osteosarcoma
8057	Oncolead_007	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.460281041	-0.013120913	colon	colon
8058	Oncolead_007	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.25396952300000003	-0.05029054	sarcoma	sarcoma - osteosarcoma
8059	Oncolead_007	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.49076504	-0.018808795	brain	brain - GBM
8060	Oncolead_007	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	DNAPKi		Arabinofuranoside_Cytarabine	M3814	0.652024802	0.064219766	hematological	heme - NHL
8061	Oncolead_007	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.61848573	-0.050983211	sarcoma	sarcoma - rhabdomyosarcoma
8062	Oncolead_007	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.579752229	-0.012003541	lung	lung - NSCLC
8063	Oncolead_007	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.468702124	-0.125274779	pancreas	pancreas
8064	Oncolead_007	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.554329242	-0.08976044300000001	pancreas	pancreas
8065	Oncolead_007	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.599956291	-0.074044855	colon	colon
8066	Oncolead_007	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.418866537	-0.118912776	prostate	prostate
8067	Oncolead_007	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.5593608489999999	-0.052595786	liver	liver
8068	Oncolead_007	ONCOLEAD_CELL_HT1080	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.495691374	-0.016185769	sarcoma	sarcoma - fibrosarcoma
8069	Oncolead_007	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.529788084	0.00317056	colon	colon
8070	Oncolead_007	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.573570437	-0.07930624900000001	ovary	ovary
8071	Oncolead_007	ONCOLEAD_CELL_KASUMI1	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.7098902220000001	-0.003950959	hematological	heme - AML
8072	Oncolead_007	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.560009812	-0.080496983	colon	colon
8073	Oncolead_007	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.344054565	-0.132713312	breast	breast - TNBC
8074	Oncolead_007	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.554213623	-0.034300861	melanoma	melanoma
8075	Oncolead_007	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.613795401	-0.06488743400000001	breast	breast - TNBC
8076	Oncolead_007	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.59853973	-0.004633096	sarcoma	sarcoma - ewings
8077	Oncolead_007	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.189339939	-0.072233503	pancreas	pancreas
8078	Oncolead_007	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.355807827	-0.10896765	hematological	heme - AML
8079	Oncolead_007	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.463684782	-0.048336405	lung	lung - NSCLC
8080	Oncolead_007	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.417457588	-0.114773986	pancreas	pancreas
8081	Oncolead_007	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.570835643	-0.098611443	hematological	heme - burkitt lymphoma
8082	Oncolead_007	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.5506335689999999	-0.07639196599999999	sarcoma	sarcoma - ewings
8083	Oncolead_007	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.6762452059999999	-0.035918797	sarcoma	sarcoma - osteosarcoma
8084	Oncolead_007	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.4594943	-0.031392376	colon	colon
8085	Oncolead_007	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.25836096	-0.041855621	sarcoma	sarcoma - osteosarcoma
8086	Oncolead_007	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.509824011	-0.01528145	brain	brain - GBM
8087	Oncolead_007	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	DNAPKi_ATMi	300nM_500nM	Arabinofuranoside_Cytarabine	M3814_M3541	0.664012521	0.039086556	hematological	heme - NHL
8088	Oncolead_007	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	ATMi		Azacytidine	M3541	0.29001746300000003	-0.106594975	sarcoma	sarcoma - rhabdomyosarcoma
8089	Oncolead_007	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	ATMi		Azacytidine	M3541	0.323199411	0.071100046	lung	lung - NSCLC
8090	Oncolead_007	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	ATMi		Azacytidine	M3541	0.382793307	0.13244841	pancreas	pancreas
